prefer,track_id,artist,title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2,2x6lQsl79VX9htuooO4qUz,Young K,let it be summer,0.567,0.977,9,-2.071,1,0.0453,0.00152,0,0.103,0.597,101.958,194547,4
2,49mntFe7XtS9Zut6ySEdtw,DAY6,도와줘요 Rock&Roll Help Me Rock&Roll,0.552,0.903,4,-3.05,1,0.0724,0.00566,0,0.0635,0.871,86.945,156843,4
2,5oXxzpghWb26BQ2exNf2IM,DAY6 (Even of Day),네가 원했던 것들 all the things you wanted,0.607,0.583,7,-4.676,1,0.028,0.252,0,0.245,0.333,136.046,195503,4
2,2oa3SNMLs4jcpguNnR9No5,DAY6,The Power of Love,0.645,0.856,0,-3.138,1,0.0298,0.0012,0,0.38,0.51,126.019,202481,4
2,4MwsWZDbTS2vUwfiwKW3c1,DAY6,Love me or Leave me,0.618,0.899,6,-3.364,0,0.0328,0.00085,0,0.124,0.58,126.012,222765,4
2,3BMAWsBp4jc35mCmebC3WT,DAY6,Welcome to the Show,0.595,0.758,9,-4.488,1,0.035,0.0378,0,0.0561,0.377,132.01,217068,4
2,0KluOoZx03KC3NucRSm8n4,DAY6,그녀가 웃었다 She Smiled,0.516,0.84,7,-3.537,1,0.0772,0.00523,0,0.0536,0.525,197.977,202993,4
2,3cEri8HtxeuJdzEZp3N3j9,Young K,이것밖에는 없다 nothing but,0.716,0.591,4,-1.946,1,0.0308,0.15,0,0.0993,0.671,78.007,201893,4
2,5R5NMy7zc7QPCfdvy8dvCQ,DAY6,HAPPY,0.535,0.963,9,-3.363,1,0.0798,0.000873,0,0.137,0.614,80.002,189934,4
2,5ERpPrIcHdVfSTqVTQuW4X,DAY6 (Even of Day),역대급 (WALK),0.591,0.79,6,-5.959,1,0.118,0.509,0,0.113,0.676,169.851,218640,4
2,5Invv3m92xZvztdCbZrmZ6,DAY6,녹아내려요 Melt Down,0.471,0.948,5,-2.62,0,0.0394,0.00609,0,0.116,0.741,184.926,165587,4
2,3HAkoNmThZhyFejhpRXXYI,DAY6,예뻤어,0.46,0.615,5,-3.472,0,0.0331,0.0633,0,0.109,0.414,167.927,283160,4
2,6UKhGYdCRnASe2VcAvl7HW,DAY6,널 제외한 나의 뇌 Get The Hell Out,0.446,0.978,4,-3.182,1,0.0421,0.000355,0,0.277,0.661,90.013,166228,4
2,4sxr1sUDnHn917SiTnvNfp,DAY6 (Even of Day),우린 WE,0.497,0.722,2,-5.405,1,0.0337,0.0961,0,0.148,0.338,170.076,230746,4
2,3op7dq8w9CgJPuio0qNCbY,DAY6,어쩌다 보니,0.544,0.936,2,-1.121,1,0.0444,0.0686,0,0.314,0.52,140.062,202454,4
2,3t6Uq5uYFOj1lfgeMu9OKN,DAY6,Healer,0.644,0.741,2,-4.743,1,0.0316,0.00145,0,0.0694,0.807,123.986,227185,4
2,4lTJgnGCPgIeuDXgc5Lomf,DAY6,나만 슬픈 엔딩 Sad Ending,0.45,0.927,11,-3.105,0,0.0689,4.75e-05,0,0.153,0.599,163.024,204481,4
2,6q4L77QLqOzilFDrLCWc5a,LUCY,Unbelievable,0.607,0.874,11,-1.514,0,0.0544,0.0311,3.41e-06,0.352,0.665,141.95,237627,4
2,38ERTwF1pjBl0HaV7q5PHs,Young K,오늘만을 너만을 이날을 waited,0.256,0.926,2,-2.719,1,0.104,0.00372,0,0.659,0.649,162.951,202293,4
2,2hL0jggNdLVIHFskz3Cnzo,Young K,Bungee Jumping,0.786,0.824,0,-1.872,1,0.0276,0.0349,0,0.0966,0.786,125.963,202587,4
2,4H65EdACzwqV8sTt3dDyA0,RIIZE,Get A Guitar,0.9,0.621,8,-5.098,1,0.0717,0.126,9.44e-06,0.101,0.895,109.995,160372,4
2,0w55rt5Hi2orJ8IWCU6EDq,DAY6,My Day,0.502,0.811,8,-4.537,1,0.068,0.144,0,0.118,0.385,152.072,180936,4
2,1gakoxacOGcAA4K9HjXkdU,DAY6,어떻게 말해,0.393,0.945,11,-0.995,0,0.0865,0.00573,0,0.0986,0.506,185.96,201848,4
2,4cJQcQQDLdPWy6YcmsxkVZ,DAY6,DANCE DANCE,0.421,0.759,4,-2.536,1,0.053,0.00141,0,0.119,0.559,170.189,223191,4
2,1Kuk3gJSZO6bci1TM5byIh,DAY6,Rescue Me,0.479,0.962,0,-2.197,1,0.0405,0.0003,7.29e-05,0.24,0.507,99.997,201555,4
2,7nGFBurih98XU2ADyW43it,DAY6,완전 멋지잖아,0.499,0.877,9,-2.934,0,0.113,0.0554,0,0.121,0.758,200.169,185412,4
2,0XbHqCn0SIBKLaZvZWPPII,DAY6,Deep in Love,0.661,0.817,7,-2.475,1,0.0347,0.00139,0,0.0707,0.397,110.033,227144,4
2,3D9imDVFZ58EjgIe6XVu3M,DAY6,Not Mine,0.603,0.596,1,-2.727,0,0.035,0.0998,0,0.0573,0.647,85.009,195684,4
2,65Ru3CZvxISXgmKHEscQeJ,DAY6,Not Fine (나빠),0.502,0.692,2,-2.953,1,0.0415,0.0327,0,0.369,0.468,182.029,215790,4
2,3G3c7sWlKSv12ft9TGy3D0,DAY6,Sweet Chaos,0.551,0.936,11,-1.895,0,0.041,0.00502,0,0.511,0.528,100.004,227240,4
2,2RrbI1ZEgs2UszjzA10IPl,DAY6,Best Part,0.558,0.877,6,-3.752,0,0.0688,0.00295,1.68e-06,0.0444,0.44,126.966,221368,4
2,3TwVNsQwKqPuLUgVctugum,DAY6,Better Better,0.531,0.825,6,-2.571,0,0.0404,0.0405,0,0.656,0.276,135.997,210706,4
2,616ZX9IVGHewONKUZMdlqG,DAY6,장난 아닌데,0.593,0.915,2,-2.398,1,0.0405,0.00629,0,0.141,0.677,123.931,194148,4
2,0EhdXt3y460mTRsi97Pyk5,DAY6,한 페이지가 될 수 있게,0.51,0.975,8,-2.758,1,0.053,0.00428,0,0.222,0.747,174.973,205576,4
2,3krRfDqZgrYwOPU99wowFh,DAY6,Shoot Me,0.584,0.916,1,-1.396,1,0.149,0.0683,0,0.0489,0.731,167.934,175837,4
2,0ngLZreVVHj6xcDUgl47Dt,WONPIL,행운을 빌어 줘 A journey,0.684,0.92,5,-3.872,1,0.0731,0.237,0,0.156,0.455,124.976,209217,4
2,0pRfJ3cCpce08qV3ggaxIe,DAY6,How to love,0.52,0.95,8,-1.93,1,0.119,0.018,0,0.0701,0.763,87.002,204396,4
2,7rGySg5amUMzZnERkkVBWk,DAY6,WARNING!,0.419,0.892,4,-1.601,0,0.187,0.0134,0,0.114,0.645,160.065,205529,4
2,6CUx9eLEzPayC722kcZ06L,DAY6,365247,0.734,0.895,9,-3.35,0,0.0617,0.0171,0.00019,0.195,0.762,110.047,173419,4
2,43AQ3dY0lOge0dKRQNQ2qx,DAY6,좋은걸 뭐 어떡해,0.601,0.834,2,-3.775,1,0.0488,0.0374,0,0.43,0.39,130.029,232667,4
2,2V7xL8Sz8uQgnkjduiJHQE,VVON,Rewind (Feat. SOLE),0.692,0.487,6,-5.899,0,0.151,0.406,0,0.138,0.526,89.912,175480,4
2,3qy5ZInGkf6cDMfDQYFep9,Lydia Ganada,Party Tonight,0.738,0.476,9,-14.642,1,0.0379,0.22,0.0413,0.0749,0.777,96.977,217732,4
2,1osSKszHVvydCr5Yz1iZbh,GABE ISAAC,Rescue,0.576,0.702,2,-6.452,1,0.0307,0.0537,0,0.11,0.293,94.989,187500,4
2,3afkJSKX0EAMsJXTZnDXXJ,Troye Sivan,Strawberries & Cigarettes,0.578,0.537,9,-8.676,1,0.0832,0.162,0,0.076,0.25,83.909,201539,4
2,1XGmzt0PVuFgQYYnV2It7A,Maroon 5,Payphone,0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,231173,4
2,2HF0C3YqOsUqrYkWxzIya8,Kristen Bell,"For the First Time in Forever - From ""Frozen""/Soundtrack Version",0.354,0.411,0,-6.018,1,0.0344,0.815,0,0.106,0.43,90.813,225080,4
2,74G0T9Zo5TAJQabpW4gIs3,Fly By Midnight,No Choice,0.573,0.733,3,-4.8,1,0.0279,0.141,0,0.208,0.555,124.031,231762,4
2,1AxPKYDEiL1uNfJj0dk2sT,Fly By Midnight,Different Lives,0.671,0.863,0,-5.504,0,0.032,0.0545,2.09e-06,0.105,0.626,120.034,201000,4
2,3yyWyHmynAWWCPASifJ7Ev,Lauv,Don't Matter - Recorded at Spotify Studios NYC,0.574,0.332,10,-10.765,1,0.407,0.322,0,0.076,0.411,75.919,189725,4
2,5rB5mfeFCkUI3nkHQMMZ3K,Ava Max,"Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)",0.661,0.779,1,-3.995,0,0.0678,0.00604,0,0.218,0.67,129.911,175993,4
2,28tY7rJ0st6uqlZ1ewDGI7,Jake Miller,Parties,0.422,0.551,0,-8.549,1,0.283,0.509,0,0.216,0.417,179.999,169867,4
2,6epn3r7S14KUqlReYr77hA,Justin Bieber,Baby,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,214240,4
2,7zFvTDCYy3WNlBzpRJPCOM,GABE ISAAC,Cloud 9,0.808,0.48,4,-9.693,1,0.0487,0.377,0,0.104,0.49,128.031,217127,4
2,77roiKUXNxJC82w6ZCi1oo,Emily Vaughn,madly,0.786,0.569,8,-9.362,0,0.0396,0.499,7.07e-06,0.116,0.85,110.039,100364,4
2,1lvK8Y6Zt4od4CWj82rLhE,The Millennial Club,feel the same,0.792,0.659,9,-5.796,1,0.102,0.602,7.06e-05,0.0543,0.621,102.985,131866,4
2,4sjPR9CMDZAZwwvzqO52zS,Emily Vaughn,love me from a distance,0.716,0.466,4,-11.533,1,0.0901,0.556,0.000259,0.0906,0.739,150.993,119205,4
2,0BOEuUKoHdy8in20fG5smd,Kiiara,Messy,0.893,0.456,9,-5.82,1,0.167,0.216,0,0.326,0.681,108.037,169324,4
2,2cc8Sw1OnCuA5bV8nqWqpE,Regard,You,0.691,0.695,0,-5.6,1,0.0367,0.0592,0,0.0647,0.514,106.064,233386,4
2,31sSFHIe4NaxltVFOEIcTa,Tate McRae,working,0.783,0.435,7,-7.78,1,0.0588,0.282,0,0.0833,0.512,106.974,210220,4
2,7FbrGaHYVDmfr7KoLIZnQ7,FIFTY FIFTY,Cupid - Twin Ver.,0.783,0.592,11,-8.332,0,0.0331,0.435,4.15e-06,0.347,0.726,120.018,174253,4
2,1tvxzDoafjqs4yvjZW4n2K,brb.,my type,0.69,0.578,0,-8.7,1,0.0656,0.167,0.000244,0.134,0.788,89.998,132000,4
2,6Qvwt9H76n1FfWyw5aT6JJ,Takayoshi,apart of me,0.669,0.762,5,-12.308,0,0.0364,0.0663,0.842,0.151,0.876,139.974,76286,4
2,6cj1qZxN3I2OxvYMDlIsNN,Jake Scott,Like This,0.704,0.327,7,-16.332,1,0.396,0.749,0,0.102,0.491,96.082,193462,4
2,0fUFpFczhuhJBz2Z28IL2x,Glee Cast,Last Christmas,0.631,0.757,5,-6.005,1,0.0254,0.00703,0,0.348,0.649,106.885,216627,4
2,2IprIjGNRlj3TfqUWCAo0C,Taylor Swift,Last Christmas,0.702,0.77,5,-5.319,1,0.0372,0.31,0,0.149,0.685,116.009,208253,4
2,2EPQXOr3VLvDImQnoHOYO3,Henry Young,One More Last Time,0.746,0.686,11,-5.111,0,0.0521,0.643,0,0.107,0.594,129.945,129231,4
2,1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4
2,0cqRj7pUJDkTCEsJkx8snD,Taylor Swift,Shake It Off,0.647,0.8,7,-5.384,1,0.165,0.0647,0,0.334,0.942,160.078,219200,4
2,31CdkzHnMbvJuKZvtCQfR6,Taylor Swift,We Are Never Ever Getting Back Together (Taylor's Version),0.567,0.686,7,-6.139,1,0.175,0.0317,1.86e-06,0.0732,0.716,172.014,193147,4
2,09CtPGIpYB4BrO8qb1RGsF,Justin Bieber,Sorry,0.655,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.409,99.947,200787,4
2,20I6sIOMTCkB6w7ryavxtO,Carly Rae Jepsen,Call Me Maybe,0.782,0.58,7,-6.548,1,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,193400,4
2,4cluDES4hQEUhmXj6TXkSo,One Direction,What Makes You Beautiful,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,199987,4
2,0HPD5WQqrq7wPWR7P7Dw1i,Kesha,TiK ToK,0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,199693,4
2,1nInOsHbtotAmEOQhtvnzP,Kelly Clarkson,Stronger (What Doesn't Kill You),0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,221947,4
2,3qonjOrhFCfTnaaMruHzxW,Charlie Puth,Dangerously,0.696,0.517,2,-8.379,0,0.0366,0.364,0,0.197,0.23,112.291,199133,3
2,1NDxZ7cFAo481dtYWdrUnR,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613,4
2,25gacl0dFF9HTclx7Ug7xC,Valley,Like 1999,0.733,0.382,7,-7.955,1,0.0459,0.132,0,0.162,0.517,98.027,144743,4
2,4EivmOT13NMpNSfTKn9p4s,Doja Cat,Like That (feat. Gucci Mane),0.879,0.498,4,-6.027,0,0.18,0.239,0,0.0967,0.405,106.044,163173,4
2,0ZsMOhMKDO0JDttwfPY7CM,KOALA,Koalified,0.84,0.547,5,-5.645,0,0.202,0.488,1.74e-06,0.169,0.5,96.979,176907,4
2,3e6kFdL9Xui5hUcULHrh5e,Lauv,Miss Me - Demo,0.568,0.452,3,-7.258,1,0.117,0.552,0,0.18,0.213,73.701,118920,4
2,0DHh3p0g7qmNNfNdRNwL6N,DallasK,Try Again (feat. Lauv),0.74,0.754,0,-7.262,0,0.0887,0.41,0.000102,0.137,0.198,124.003,189077,4
2,3ZWhRS2EJVL5B0IEzkcvZa,Jawsh 685,Sweet & Sour (feat. Lauv & Tyga),0.827,0.73,1,-5.324,1,0.0934,0.092,1.35e-05,0.258,0.679,95.003,163228,4
2,0EcQcdcbQeVJn9fknj44Be,Lauv,I Like Me Better,0.753,0.505,9,-7.621,1,0.255,0.534,2.58e-06,0.104,0.419,91.972,197437,4
2,1sQG9Vo4av58gq91eoEU1S,Lauv,Time After Time,0.683,0.598,6,-5.322,1,0.188,0.0103,9.84e-05,0.251,0.478,107.971,147253,4
2,6qfM0i5YwSXtKCeW0R3XWr,Lauv,Bad Trip,0.643,0.655,6,-5.606,1,0.0242,0.0558,0,0.0731,0.382,130.11,166701,4
2,04Nt8Fr8krHE5SxKBWLDdK,Lauv,First Grade,0.423,0.196,5,-11.576,1,0.0391,0.897,0,0.103,0.27,117.953,218676,4
2,6Vv8kZbiRdSbybIukXjvWF,Lauv,Stay Together,0.892,0.595,9,-7.053,1,0.0811,0.256,1.79e-05,0.116,0.694,155.086,140316,4
2,05QUYSOApWLr8oBbpONl7p,elijah woods,"24/7, 365",0.664,0.549,6,-7.282,1,0.036,0.202,0,0.122,0.408,149.98,167000,4
2,2xIbXpHKiHcAzzJBHQ6f0Z,Sophie Cates,SUPERNOVA,0.625,0.715,2,-4.787,1,0.0534,0.111,2.07e-05,0.0548,0.781,156.033,155968,4
2,3bgz631CvL3qA1jRmCDjlL,Emily Vaughn,can we just practice?,0.686,0.434,3,-9.776,1,0.0443,0.581,0.000126,0.117,0.612,144.05,146667,4
2,0cVyQfDyRnMJ0V3rjjdlU3,Paul Russell,Lil Boo Thang,0.85,0.699,0,-3.292,1,0.0776,0.152,0,0.32,0.915,114.481,114234,4
2,5MmakIIxhu6hwT9gcbVi8v,Zach Seabaugh,Slingshot,0.614,0.45,1,-10.22,1,0.0445,0.645,3.55e-05,0.118,0.213,84.999,150837,4
2,3DXncPQOG4VBw3QHh3S817,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",0.609,0.668,7,-4.284,1,0.0367,0.0552,0,0.167,0.811,80.924,288600,4
